cod,depto,municipio,cep1v,abe1v,margen1v,cep2v,abe2v,margen2v,delta_margen,share_abe2v_pct,share_abe_esperado_pct,over_pp,over_votos,votant1v,votant2v,delta_votant,matched
01004,Antioquia,ABEJORRAL,924,4191,3267,1407,7216,5809,2542,83.68,83.22,0.46,39,7590,8879,1289,1
01007,Antioquia,ABRIAQUI,102,592,490,170,1011,841,351,85.61,87.72,-2.12,-25,1097,1214,117,1
01010,Antioquia,ALEJANDRIA,389,1811,1422,504,2450,1946,524,82.94,82.3,0.63,18,2760,3024,264,1
01013,Antioquia,AMAGA,3882,6531,2649,5478,8746,3268,619,61.49,64.25,-2.76,-392,13229,14691,1462,1
01016,Antioquia,AMALFI,1140,4087,2947,2147,6352,4205,1258,74.74,77.41,-2.68,-227,6760,9017,2257,1
01019,Antioquia,ANDES,2566,10148,7582,3773,15574,11801,4219,80.5,82.01,-1.51,-292,17719,19847,2128,1
01022,Antioquia,ANGELOPOLIS,544,1619,1075,835,2365,1530,455,73.91,76.22,-2.32,-74,2955,3318,363,1
01025,Antioquia,ANGOSTURA,559,1816,1257,1907,3959,2052,795,67.49,77.94,-10.45,-612,3667,6544,2877,1
01028,Antioquia,ANORI,1275,1811,536,3849,2820,-1029,-1565,42.29,60.4,-18.11,-1208,3813,7208,3395,1
01031,Antioquia,ANTIOQUIA,3261,5907,2646,4482,8535,4053,1407,65.57,67.42,-1.85,-240,12290,13524,1234,1
01034,Antioquia,ANZA,400,1811,1411,582,2837,2255,844,82.98,83.35,-0.38,-12,2953,3516,563,1
01035,Antioquia,APARTADO,32102,16661,-15441,41593,19891,-21702,-6261,32.35,36.27,-3.92,-2411,54916,63034,8118,1
01037,Antioquia,ARBOLETES,4120,4837,717,5318,6990,1672,955,56.79,55.49,1.3,159,9852,12504,2652,1
01039,Antioquia,ARGELIA,334,1946,1612,444,3006,2562,950,87.13,86.77,0.36,12,3202,3518,316,1
01040,Antioquia,ARMENIA,400,1311,911,544,1923,1379,468,77.95,79.38,-1.44,-35,2305,2521,216,1
01043,Antioquia,BARBOSA,6929,11617,4688,9313,15604,6291,1603,62.62,64.64,-2.02,-503,24555,26058,1503,1
01049,Antioquia,BELLO,63055,116690,53635,87019,144162,57143,3508,62.36,64.5,-2.14,-4948,228294,239132,10838,1
01046,Antioquia,BELMIRA,351,1611,1260,516,2509,1993,733,82.94,81.49,1.45,43,2771,3144,373,1
01052,Antioquia,BETANIA,494,2365,1871,704,3415,2711,840,82.91,83.18,-0.27,-11,3661,4217,556,1
01055,Antioquia,BETULIA,605,3581,2976,858,5607,4749,1773,86.73,86.49,0.24,15,5703,6637,934,1
01058,Antioquia,BOLIVAR,1642,7523,5881,2358,10287,7929,2048,81.35,83.18,-1.83,-231,11908,12964,1056,1
01062,Antioquia,BRICEÑO,437,1022,585,761,1588,827,242,67.6,71.04,-3.44,-80,1888,2487,599,1
01061,Antioquia,BURITICA,1075,1749,674,1469,2713,1244,570,64.87,64.84,0.03,1,3527,4322,795,1
01064,Antioquia,CACERES,3635,2099,-1536,5764,2806,-2958,-1422,32.74,38.91,-6.16,-528,6491,8800,2309,1
01067,Antioquia,CAICEDO,493,1363,870,765,2788,2023,1153,78.47,78.76,-0.29,-10,3096,3689,593,1
01070,Antioquia,CALDAS,13435,22385,8950,18478,28848,10370,1420,60.96,62.39,-1.43,-676,47528,49444,1916,1
01073,Antioquia,CAMPAMENTO,426,1131,705,2136,2227,91,-614,51.04,73.49,-22.45,-979,2074,4717,2643,1
01078,Antioquia,CARACOLI,445,1129,684,597,1658,1061,377,73.53,74.12,-0.6,-13,1991,2312,321,1
01079,Antioquia,CARAMANTA,387,1168,781,576,2152,1576,795,78.89,79.85,-0.96,-26,2420,2802,382,1
01080,Antioquia,CAREPA,12538,7089,-5449,16044,9119,-6925,-1476,36.24,38.78,-2.54,-638,22386,25857,3471,1
01082,Antioquia,CARMEN DE VIBORAL,7719,19259,11540,10601,23928,13327,1787,69.3,70.38,-1.08,-373,34724,35645,921,1
01085,Antioquia,CAROLINA,483,1350,867,672,1883,1211,344,73.7,74.41,-0.72,-18,2402,2630,228,1
01088,Antioquia,CAUCASIA,18877,14390,-4487,24556,17048,-7508,-3021,40.98,44.59,-3.61,-1503,37632,42817,5185,1
01076,Antioquia,CAÑASGORDAS,1044,4258,3214,1483,6839,5356,2142,82.18,83.52,-1.34,-111,7586,8511,925,1
01106,Antioquia,CHIGORODO,13171,8393,-4778,17140,10458,-6682,-1904,37.89,41.16,-3.27,-901,24689,28341,3652,1
01091,Antioquia,CISNEROS,1639,3523,1884,2267,4575,2308,424,66.87,70.09,-3.22,-220,6693,7093,400,1
01094,Antioquia,COCORNA,1017,5912,4895,1360,7935,6575,1680,85.37,85.45,-0.08,-7,8811,9522,711,1
01097,Antioquia,CONCEPCION,278,1902,1624,372,2546,2174,550,87.25,86.37,0.89,25,2761,2996,235,1
01100,Antioquia,CONCORDIA,901,4234,3333,1298,6379,5081,1748,83.09,83.76,-0.67,-51,6872,7906,1034,1
01103,Antioquia,COPACABANA,13240,23129,9889,18110,28709,10599,710,61.32,63.12,-1.8,-841,46373,48462,2089,1
01109,Antioquia,DABEIBA,2923,3711,788,4544,5194,650,-138,53.34,58.36,-5.02,-488,7842,9999,2157,1
01112,Antioquia,DON MATIAS,1263,6501,5238,1841,8160,6319,1081,81.59,82.59,-1.0,-99,9894,10362,468,1
01115,Antioquia,EBEJICO,946,3233,2287,1206,5020,3814,1527,80.63,79.49,1.14,71,5640,6396,756,1
01117,Antioquia,EL BAGRE,6230,5608,-622,10709,7847,-2862,-2240,42.29,49.4,-7.11,-1320,13919,19252,5333,1
01118,Antioquia,ENTRERRIOS,775,3765,2990,1154,4749,3595,605,80.45,80.58,-0.13,-7,5842,6111,269,1
01121,Antioquia,ENVIGADO,23934,106750,82816,35667,126432,90765,7949,78.0,78.87,-0.87,-1413,164295,166653,2358,1
01124,Antioquia,FREDONIA,2065,4536,2471,2890,6770,3880,1409,70.08,71.94,-1.86,-179,8864,9960,1096,1
01127,Antioquia,FRONTINO,2033,3173,1140,3352,4832,1480,340,59.04,64.11,-5.07,-414,6669,8460,1791,1
01130,Antioquia,GIRALDO,876,1446,570,1336,1902,566,-4,58.74,64.92,-6.18,-200,2869,3329,460,1
01133,Antioquia,GIRARDOTA,8511,16081,7570,11805,20635,8830,1260,63.61,65.24,-1.63,-528,32202,33813,1611,1
01136,Antioquia,GOMEZ PLATA,691,2944,2253,968,4070,3102,849,80.79,80.39,0.39,19,4741,5243,502,1
01139,Antioquia,GRANADA,589,4553,3964,857,5316,4459,495,86.12,87.27,-1.15,-71,5971,6289,318,1
01140,Antioquia,GUADALUPE,823,1028,205,1804,1683,-121,-326,48.26,57.81,-9.55,-332,2303,3749,1446,1
01142,Antioquia,GUARNE,6465,18974,12509,8833,23505,14672,2163,72.69,73.42,-0.74,-238,32368,33537,1169,1
01145,Antioquia,GUATAPE,799,3883,3084,1147,4816,3669,585,80.76,82.25,-1.48,-88,5982,6138,156,1
01148,Antioquia,HELICONIA,588,1471,883,791,2438,1647,764,75.5,75.42,0.08,2,2924,3335,411,1
01150,Antioquia,HISPANIA,476,1620,1144,651,2242,1591,447,77.5,77.41,0.09,2,2620,2958,338,1
01151,Antioquia,ITAGUI,39461,90656,51195,55270,109001,53731,2536,66.35,68.27,-1.92,-3151,163596,169903,6307,1
01154,Antioquia,ITUANGO,1547,2001,454,2499,3067,568,114,55.1,59.92,-4.82,-268,4928,5881,953,1
01157,Antioquia,JARDIN,1918,4799,2881,2594,6478,3884,1003,71.41,72.96,-1.55,-140,8601,9336,735,1
01160,Antioquia,JERICO,1228,4143,2915,1637,5634,3997,1082,77.49,78.35,-0.86,-62,7001,7494,493,1
01163,Antioquia,LA CEJA,8622,27398,18776,12236,33830,21594,2818,73.44,73.9,-0.47,-214,46829,47666,837,1
01166,Antioquia,LA ESTRELLA,10269,22579,12310,14566,28378,13812,1502,66.08,68.14,-2.06,-883,42562,44432,1870,1
01170,Antioquia,LA PINTADA,1191,1908,717,1504,2715,1211,494,64.35,64.37,-0.02,0,3779,4330,551,1
01169,Antioquia,LA UNION,2392,7448,5056,3632,10805,7173,2117,74.84,74.91,-0.07,-10,14120,14967,847,1
01172,Antioquia,LIBORINA,700,3029,2329,965,4466,3501,1172,82.23,81.95,0.28,15,4861,5540,679,1
01175,Antioquia,MACEO,867,2517,1650,1192,3650,2458,808,75.38,76.88,-1.5,-72,4441,4963,522,1
01178,Antioquia,MARINILLA,7013,23357,16344,10033,28755,18722,2378,74.13,75.13,-0.99,-385,38613,39781,1168,1
01001,Antioquia,MEDELLIN,300729,676358,375629,421839,819285,397446,21817,66.01,68.02,-2.01,-24914,1241123,1283039,41916,1
01181,Antioquia,MONTEBELLO,610,1580,970,854,2782,1928,958,76.51,76.72,-0.21,-7,3363,3785,422,1
01184,Antioquia,MURINDO,1491,73,-1418,1994,131,-1863,-445,6.16,6.41,-0.24,-5,1634,2142,508,1
01187,Antioquia,MUTATA,3065,2151,-914,4329,2879,-1450,-536,39.94,43.81,-3.87,-278,5876,7353,1477,1
01190,Antioquia,NARIÑO,315,2383,2068,416,3833,3417,1349,90.21,89.38,0.83,35,3797,4342,545,1
01191,Antioquia,NECHI,2469,3241,772,3641,5096,1455,683,58.33,58.75,-0.42,-36,6422,8915,2493,1
01192,Antioquia,NECOCLI,5919,7488,1569,8144,11647,3503,1934,58.85,58.53,0.32,64,15610,20273,4663,1
01193,Antioquia,OLAYA,259,938,679,374,1438,1064,385,79.36,81.19,-1.83,-33,1634,1843,209,1
01199,Antioquia,PEQUE,876,1188,312,1169,2264,1095,783,65.95,66.65,-0.7,-24,3060,3524,464,1
01196,Antioquia,PEÑOL,1624,7725,6101,2168,10194,8026,1925,82.46,81.49,0.97,120,11862,12620,758,1
01202,Antioquia,PUEBLORRICO,569,2251,1682,760,3350,2590,908,81.51,81.23,0.28,11,3650,4192,542,1
01205,Antioquia,PUERTO BERRIO,5517,7444,1927,7237,9100,1863,-64,55.7,58.79,-3.09,-505,15021,16875,1854,1
01168,Antioquia,PUERTO NARE-LA MAGDALENA,2584,2222,-362,3299,3302,3,365,50.02,51.15,-1.13,-74,5883,6750,867,1
01206,Antioquia,PUERTO TRIUNFO,2061,4688,2627,2523,6025,3502,875,70.48,70.48,0.0,0,7980,8745,765,1
01208,Antioquia,REMEDIOS,3584,3066,-518,6285,4312,-1973,-1455,40.69,48.02,-7.33,-776,8062,11415,3353,1
01211,Antioquia,RETIRO,2139,11323,9184,3019,14610,11591,2407,82.87,83.71,-0.83,-146,17666,18059,393,1
01214,Antioquia,RIONEGRO,18050,58712,40662,24993,74165,49172,8510,74.79,75.9,-1.1,-1091,100692,102328,1636,1
01217,Antioquia,SABANALARGA,504,2116,1612,788,3410,2622,1010,81.23,83.06,-1.83,-76,3546,4295,749,1
01218,Antioquia,SABANETA,11895,43977,32082,17612,52751,35139,3057,74.97,75.88,-0.91,-639,71369,72437,1068,1
01220,Antioquia,SALGAR,454,4025,3571,724,6243,5519,1948,89.61,89.92,-0.31,-21,5823,7108,1285,1
01223,Antioquia,SAN ANDRES,427,1202,775,677,1828,1151,376,72.97,74.75,-1.78,-44,2335,2664,329,1
01226,Antioquia,SAN CARLOS,1498,5447,3949,1937,7152,5215,1266,78.69,79.56,-0.87,-78,8801,9304,503,1
01227,Antioquia,SAN FRANCISCO,438,1686,1248,591,2561,1970,722,81.25,80.71,0.54,17,2827,3202,375,1
01229,Antioquia,SAN JERONIMO,1463,4532,3069,1882,6172,4290,1221,76.63,77.06,-0.42,-34,7670,8311,641,1
01230,Antioquia,SAN JOSE DE LA MONTAÑA,191,927,736,307,1358,1051,315,81.56,80.44,1.12,18,1602,1739,137,1
01231,Antioquia,SAN JUAN DE URABA,3097,3525,428,4318,5803,1485,1057,57.34,56.8,0.53,53,7710,10309,2599,1
01232,Antioquia,SAN LUIS,1045,4632,3587,1404,5866,4462,875,80.69,81.28,-0.59,-43,6844,7420,576,1
01235,Antioquia,SAN PEDRO,2106,9059,6953,3272,12054,8782,1829,78.65,79.56,-0.91,-140,14943,15937,994,1
01237,Antioquia,SAN PEDRO DE URABA,3017,6831,3814,3782,10061,6279,2465,72.68,71.14,1.54,213,11554,14123,2569,1
01238,Antioquia,SAN RAFAEL,1230,4376,3146,1845,6167,4322,1176,76.97,78.58,-1.61,-129,7555,8260,705,1
01241,Antioquia,SAN ROQUE,1201,4664,3463,1800,7385,5585,2122,80.4,82.59,-2.19,-201,8576,9456,880,1
01244,Antioquia,SAN VICENTE,1325,7424,6099,1877,10278,8401,2302,84.56,83.89,0.67,81,11730,12460,730,1
01247,Antioquia,SANTA BARBARA,2822,5987,3165,3810,8662,4852,1687,69.45,69.85,-0.4,-49,11636,12905,1269,1
01250,Antioquia,SANTA ROSA DE OSOS,2427,9396,6969,3677,13415,9738,2769,78.49,79.37,-0.88,-150,17437,17895,458,1
01253,Antioquia,SANTO DOMINGO,861,2965,2104,1164,4516,3352,1248,79.51,79.33,0.18,10,5376,5871,495,1
01256,Antioquia,SANTUARIO,2126,16197,14071,3195,19355,16160,2089,85.83,86.18,-0.35,-79,22139,23054,915,1
01259,Antioquia,SEGOVIA,6457,3588,-2869,10036,4826,-5210,-2341,32.47,38.73,-6.26,-930,12200,15626,3426,1
01262,Antioquia,SONSON,1679,9028,7349,2589,14596,12007,4658,84.93,85.7,-0.77,-132,16399,17663,1264,1
01265,Antioquia,SOPETRAN,1713,3047,1334,2359,5732,3373,2039,70.84,72.83,-1.98,-160,7446,8301,855,1
01268,Antioquia,TAMESIS,1964,4240,2276,2753,6343,3590,1314,69.73,71.95,-2.22,-201,8569,9377,808,1
01270,Antioquia,TARAZA,3594,2214,-1380,5938,3029,-2909,-1529,33.78,41.17,-7.39,-662,6812,9295,2483,1
01271,Antioquia,TARSO,754,1374,620,1010,2212,1202,582,68.65,69.8,-1.14,-36,2930,3301,371,1
01274,Antioquia,TITIRIBI,858,1933,1075,1161,3204,2043,968,73.4,73.43,-0.03,-1,4087,4496,409,1
01277,Antioquia,TOLEDO,426,822,396,646,1331,685,289,67.32,68.75,-1.43,-28,1820,2130,310,1
01280,Antioquia,TURBO,26437,13435,-13002,35181,17449,-17732,-4730,33.15,36.12,-2.97,-1562,44598,53889,9291,1
01282,Antioquia,URAMITA,610,1464,854,913,2509,1596,742,73.32,75.02,-1.7,-58,2862,3514,652,1
01283,Antioquia,URRAO,1979,6415,4436,2895,8951,6056,1620,75.56,77.15,-1.59,-188,10775,12217,1442,1
01286,Antioquia,VALDIVIA,1387,1495,108,2394,2183,-211,-319,47.69,54.0,-6.3,-288,3472,4742,1270,1
01289,Antioquia,VALPARAISO,937,1550,613,1098,2273,1175,562,67.43,67.01,0.42,14,3202,3470,268,1
01290,Antioquia,VEGACHI,722,3100,2378,1203,4600,3397,1019,79.27,80.84,-1.57,-90,4892,6073,1181,1
01292,Antioquia,VENECIA,1035,3500,2465,1373,4928,3555,1090,78.21,78.83,-0.62,-39,5735,6433,698,1
01291,Antioquia,VIGIA DEL FUERTE,1663,266,-1397,2493,522,-1971,-574,17.31,19.31,-1.99,-60,2220,3048,828,1
01293,Antioquia,YALI,506,1418,912,727,2265,1538,626,75.7,75.48,0.22,6,2427,3090,663,1
01295,Antioquia,YARUMAL,3096,9119,6023,4985,12617,7632,1609,71.68,73.64,-1.96,-344,16518,18465,1947,1
01298,Antioquia,YOLOMBO,1615,3987,2372,2071,6166,4095,1723,74.86,73.45,1.41,115,7718,8528,810,1
01300,Antioquia,YONDO-CASABE,3711,4286,575,4941,5186,245,-330,51.21,55.68,-4.47,-453,9397,10486,1089,1
01301,Antioquia,ZARAGOZA,3012,2263,-749,5276,3614,-1662,-913,40.65,46.74,-6.09,-541,6413,9259,2846,1
03004,Atlántico,BARANOA,17979,9686,-8293,23514,11462,-12052,-3759,32.77,35.83,-3.06,-1069,29388,35375,5987,1
03001,Atlántico,BARRANQUILLA,281123,272331,-8792,375178,309652,-65526,-56734,45.22,49.17,-3.96,-27112,601596,695177,93581,1
03007,Atlántico,CAMPO DE LA CRUZ,2878,4989,2111,4448,6764,2316,205,60.33,64.54,-4.22,-472,8526,11338,2812,1
03010,Atlántico,CANDELARIA,1964,3401,1437,3132,4579,1447,10,59.38,64.09,-4.71,-363,5753,7807,2054,1
03013,Atlántico,GALAPA,14528,6432,-8096,19739,7774,-11965,-3869,28.26,31.56,-3.3,-909,22326,27849,5523,1
03016,Atlántico,JUAN DE ACOSTA,3605,5145,1540,4980,6644,1664,124,57.16,58.94,-1.78,-207,9398,11747,2349,1
03019,Atlántico,LURUACO,5206,5096,-110,6915,6599,-316,-206,48.83,50.32,-1.49,-201,10990,13710,2720,1
03022,Atlántico,MALAMBO,29475,11621,-17854,40114,14368,-25746,-7892,26.37,29.24,-2.86,-1560,43419,55146,11727,1
03025,Atlántico,MANATI,1944,3508,1564,2755,4995,2240,676,64.45,65.04,-0.59,-45,5938,7848,1910,1
03028,Atlántico,PALMAR DE VARELA,7637,4074,-3563,10125,4711,-5414,-1851,31.75,35.35,-3.59,-533,12317,15019,2702,1
03031,Atlántico,PIOJO,1431,1167,-264,1883,1709,-174,90,47.58,47.9,-0.32,-11,2854,3624,770,1
03034,Atlántico,POLONUEVO,5660,2281,-3379,7171,2610,-4561,-1182,26.68,29.4,-2.71,-265,8298,9877,1579,1
03035,Atlántico,PONEDERA,4372,4083,-289,6437,5111,-1326,-1037,44.26,49.13,-4.87,-562,9040,11693,2653,1
03037,Atlántico,PUERTO COLOMBIA,11515,8590,-2925,15357,9728,-5629,-2704,38.78,43.24,-4.46,-1118,21653,25375,3722,1
03040,Atlántico,REPELON,4942,4475,-467,6553,5447,-1106,-639,45.39,48.46,-3.06,-367,10238,12186,1948,1
03043,Atlántico,SABANAGRANDE,7952,4633,-3319,10689,5535,-5154,-1835,34.12,37.41,-3.29,-533,13523,16437,2914,1
03046,Atlántico,SABANALARGA,24095,12642,-11453,32762,15432,-17330,-5877,32.02,35.92,-3.9,-1879,39333,48822,9489,1
03047,Atlántico,SANTA LUCIA,1596,2613,1017,2182,4550,2368,1351,67.59,69.69,-2.1,-141,5941,6807,866,1
03049,Atlántico,SANTO TOMAS,8522,4822,-3700,11140,5482,-5658,-1958,32.98,37.05,-4.07,-676,14225,16838,2613,1
03052,Atlántico,SOLEDAD,104590,54568,-50022,136134,63916,-72218,-22196,31.95,35.0,-3.05,-6091,169553,203039,33486,1
03055,Atlántico,SUAN,1661,3151,1490,2216,3672,1456,-34,62.36,65.64,-3.27,-192,5069,5973,904,1
03058,Atlántico,TUBARA,3576,2085,-1491,4890,2552,-2338,-847,34.29,38.04,-3.75,-279,6017,7512,1495,1
03061,Atlántico,USIACURI,2942,1391,-1551,4089,1799,-2290,-739,30.55,34.46,-3.91,-230,4752,5960,1208,1
05004,Bolívar,ACHI,2215,4658,2443,2866,7061,4195,1752,71.13,70.41,0.72,71,7992,10042,2050,1
05006,Bolívar,ALTOS DEL ROSARIO,1104,1954,850,1478,2556,1078,228,63.36,64.03,-0.67,-26,3221,4089,868,1
05005,Bolívar,ARENAL,1723,1103,-620,2292,1441,-851,-231,38.6,40.33,-1.73,-64,3030,3808,778,1
05007,Bolívar,ARJONA,17814,7380,-10434,23546,9366,-14180,-3746,28.46,30.81,-2.35,-774,27341,33552,6211,1
05009,Bolívar,ARROYO HONDO,982,2650,1668,1324,3525,2201,533,72.7,73.27,-0.57,-27,3913,4915,1002,1
05010,Bolívar,BARRANCO DE LOBA,1917,3084,1167,2518,3956,1438,271,61.11,62.4,-1.3,-84,5326,6549,1223,1
05013,Bolívar,CALAMAR,3427,4103,676,4619,5847,1228,552,55.87,55.84,0.02,2,8234,10674,2440,1
05014,Bolívar,CANTAGALLO,2519,1781,-738,3271,2041,-1230,-492,38.42,42.73,-4.3,-228,4571,5383,812,1
05001,Bolívar,CARTAGENA,239504,142674,-96830,324123,166049,-158074,-61244,33.88,38.44,-4.57,-22388,420599,498693,78094,1
05015,Bolívar,CICUCO,2873,1539,-1334,3631,2513,-1118,216,40.9,37.42,3.48,214,4809,6210,1401,1
05018,Bolívar,CLEMENCIA,3422,1831,-1591,4639,2530,-2109,-518,35.29,36.59,-1.3,-93,5674,7295,1621,1
05016,Bolívar,CORDOBA,4175,2778,-1397,5131,3659,-1472,-75,41.63,41.02,0.6,52,7321,8889,1568,1
05022,Bolívar,EL CARMEN DE BOLIVAR,10555,14641,4086,13045,19367,6322,2236,59.75,59.83,-0.07,-24,27903,33012,5109,1
