zz,pp,censo,n_mesas,cam_turnout,briceno,uscategui,cote,mosquera,lorduy,gordillo,juvinao,toro,bleidy,borda,pacto_list,cd,verde,liberal,salvacion,sen_pacto,sen_cd,sen_alianza,sen_ahora,sen_salvacion,sen_liberal,pres_turnout,cepeda,abelardo,m_cam,m_pres
12,07,10506,32,5145,349,44,43,39,31,34,80,33,110,104,1381,1085,429,300,338,1366,1018,618,385,345,446,6292,2303,2636,32,28
12,08,9082,28,5105,607,69,36,26,29,39,114,52,104,98,1189,1405,529,226,356,1124,1290,689,404,391,418,5889,1799,2605,28,24
12,09,8514,26,3936,257,34,33,31,25,31,59,23,74,69,1096,799,332,199,210,1117,757,496,291,220,332,4916,1900,1932,26,23
12,10,9478,29,5915,740,61,34,55,45,21,156,70,51,139,1392,1636,634,195,436,1313,1532,804,451,482,347,6534,1963,2983,29,25
12,11,4034,13,1857,148,23,23,7,14,11,19,12,10,48,481,421,143,77,181,472,383,236,117,140,129,2409,869,1040,13,11
12,12,4764,15,2226,196,33,24,22,7,13,25,20,18,50,539,548,168,85,192,538,565,245,146,180,162,2902,977,1338,15,13
12,13,4377,14,2411,513,65,18,13,14,32,77,20,7,47,355,1039,189,56,180,332,1026,249,182,208,116,2568,510,1391,14,12
12,14,2856,9,1426,124,42,8,10,10,5,22,16,7,36,306,419,120,53,141,292,402,186,77,148,82,1689,474,856,9,8
12,15,5145,16,2667,285,52,12,11,12,20,50,30,18,86,626,681,261,93,234,645,658,356,180,229,167,3438,1137,1564,16,15
12,16,3237,10,1402,88,20,15,25,14,51,10,5,21,32,367,363,68,82,98,364,284,132,83,95,200,1863,692,856,10,9
12,17,4006,12,1880,167,17,10,10,11,5,37,20,41,52,532,409,159,94,135,530,397,260,77,144,148,2349,920,980,12,11
12,18,2178,7,1084,135,15,8,10,6,12,18,5,16,24,240,350,78,45,96,242,309,119,80,90,66,1269,374,603,7,6
12,19,7600,23,3641,304,49,27,25,26,48,54,22,22,91,993,934,319,123,291,963,848,463,263,301,230,4772,1738,2046,23,21
12,20,3821,12,1974,178,13,15,16,12,99,21,19,8,47,503,544,169,60,133,517,447,234,152,145,161,2531,908,1099,12,11
12,21,2324,7,1472,217,27,11,13,10,12,39,18,17,18,282,486,144,51,87,268,450,199,124,119,105,1808,486,792,7,7
12,22,6418,20,4094,600,60,38,21,26,22,110,50,16,138,597,1218,383,107,454,561,1138,471,352,548,201,4301,928,2258,20,17
12,23,1801,6,1444,169,12,13,6,7,13,34,11,7,25,323,381,176,41,108,320,287,239,132,115,106,2027,658,796,6,7
12,24,2651,8,1878,209,16,14,14,5,9,60,28,16,48,444,425,226,60,122,421,379,285,207,142,123,2792,858,1102,8,10
12,25,10895,33,6917,958,88,48,34,43,35,160,74,47,143,1368,2012,632,255,550,1311,1837,955,576,581,364,9454,2555,4352,33,34
12,26,3005,9,1983,140,22,16,22,6,26,24,20,42,47,525,391,175,103,137,497,318,264,163,137,191,3137,1159,1202,9,11
12,27,1309,4,829,42,6,5,11,3,3,8,7,10,17,268,134,67,33,54,275,124,98,65,51,59,1585,702,557,4,6
12,28,322,1,171,20,2,2,2,3,4,7,0,7,1,38,45,17,11,11,40,39,21,16,10,21,237,76,109,1,1
12,29,436,2,272,17,5,8,3,2,1,7,3,1,6,88,56,25,5,15,90,41,23,18,16,14,411,188,142,2,2
12,30,818,3,504,33,6,3,8,7,3,9,8,2,6,123,118,57,16,45,127,122,62,35,44,30,861,298,356,3,4
12,31,351,2,208,12,0,1,0,2,0,2,1,0,5,61,36,13,7,20,62,34,34,15,16,14,339,149,127,2,2
12,32,264,1,188,6,1,1,1,1,0,3,0,19,6,44,23,14,27,16,39,26,14,17,13,22,328,110,152,1,2
12,33,87,1,75,0,1,2,0,0,1,2,0,0,3,29,8,5,2,11,27,7,12,4,9,6,206,102,68,1,1
12,34,134,1,120,7,2,1,0,0,2,0,0,0,3,44,19,5,1,6,42,20,6,9,7,12,237,94,88,1,1
12,35,166,1,147,27,3,1,0,1,1,5,2,0,3,18,41,15,2,18,16,39,18,14,17,11,315,71,154,1,1
12,36,217,1,171,13,3,1,4,0,0,2,3,1,2,60,36,12,4,11,59,25,14,17,17,10,396,185,130,1,2
12,37,415,2,342,27,0,0,3,2,1,6,8,7,11,70,62,32,18,39,79,57,45,31,37,27,895,292,416,2,3
13,01,6210,19,2573,244,25,12,12,11,14,46,32,8,46,777,615,194,77,163,729,524,330,202,176,134,3464,1463,1260,19,18
13,02,5835,18,2731,254,36,21,19,17,7,57,40,12,56,784,671,294,65,151,760,551,373,238,175,140,3360,1350,1200,18,16
13,04,7978,24,5113,902,95,34,50,30,35,158,54,28,121,938,1830,468,153,388,901,1716,589,429,454,235,5448,1331,2619,24,21
13,05,7637,23,4538,781,125,22,43,25,23,144,35,23,97,1007,1589,392,119,356,981,1572,487,360,397,195,4918,1344,2419,23,20
13,06,3138,10,1648,287,37,16,9,7,10,46,20,6,32,299,598,156,36,124,309,549,215,130,162,73,1859,449,895,10,8
13,07,6681,21,4507,720,86,23,25,27,19,138,76,20,100,932,1444,478,125,337,880,1338,631,402,375,228,5520,1562,2491,21,20
13,08,5590,17,2847,278,25,16,16,26,10,61,46,15,67,766,715,297,75,200,753,688,369,187,217,123,3143,1119,1308,17,15
13,09,8575,26,3988,582,52,40,25,24,23,95,22,34,134,995,1294,298,150,358,977,1236,412,250,380,200,4374,1304,2091,26,22
13,10,8337,25,3972,582,58,31,27,21,9,100,45,28,101,1151,1151,386,102,276,1154,1117,464,267,317,182,4376,1567,1785,25,22
13,11,3827,12,2275,245,34,26,11,7,6,72,37,4,44,741,544,244,39,144,696,476,321,210,173,101,2452,990,831,12,10
13,12,3384,11,1820,206,23,4,15,13,3,44,26,8,26,556,449,176,63,92,510,436,246,151,108,89,2010,748,719,11,9
13,13,8748,27,5810,885,67,52,43,45,19,154,79,42,117,1247,1758,559,207,398,1178,1635,746,517,445,351,6147,1692,2761,27,23
13,14,4663,14,2397,243,34,20,13,4,11,58,24,23,56,765,554,199,72,186,753,550,269,135,193,122,2709,1100,1019,14,12
13,15,3536,11,1761,210,10,13,4,7,5,56,25,14,47,551,456,184,49,110,545,423,214,132,131,73,1922,748,755,11,10
13,16,1921,6,836,134,11,8,5,7,2,29,2,2,12,207,268,71,25,54,195,256,88,47,81,37,936,277,448,6,5
13,17,4315,13,2250,219,25,44,15,9,4,61,40,17,33,731,485,252,62,105,729,417,326,194,146,111,2408,1093,784,13,11
13,18,6745,21,3147,261,44,26,9,10,12,80,45,17,61,1069,612,311,73,199,1074,575,415,244,236,145,3450,1556,1149,21,17
13,19,2495,8,1632,329,38,7,12,5,6,45,13,4,36,306,616,147,44,137,306,572,207,125,141,75,1741,455,854,8,7
13,20,5375,17,3805,585,142,26,18,21,10,121,86,11,60,833,1230,414,112,226,774,1115,517,350,269,200,4893,1359,2097,17,17
13,21,7213,22,5080,1056,72,36,30,37,19,181,66,57,113,780,2008,537,184,343,754,1919,679,390,438,217,5332,1065,2760,22,19
13,22,2669,8,1695,142,18,11,3,12,4,49,13,6,25,553,345,167,38,109,532,307,221,145,127,90,1875,798,664,8,7
13,23,2323,7,1552,126,6,9,3,8,3,37,29,7,35,585,249,175,28,76,568,212,232,139,79,74,1654,844,429,7,6
13,24,3900,12,2502,240,34,16,12,11,21,74,50,21,43,683,569,278,71,130,672,497,367,278,169,133,2732,1000,879,12,10
13,25,7228,22,5131,969,84,37,42,53,16,161,77,95,106,715,1880,529,224,351,667,1715,686,469,382,337,5288,1057,2676,22,19
13,26,5689,18,2447,294,45,20,17,18,13,52,32,19,64,644,678,215,73,181,637,637,318,190,206,114,3167,1128,1269,18,16
13,27,2325,7,1653,89,12,7,3,11,4,33,23,11,18,634,232,170,41,65,633,211,254,135,64,97,2486,1293,623,7,9
13,28,3513,11,2205,154,19,12,8,5,4,47,50,20,20,770,343,224,65,84,759,303,310,182,102,95,2960,1441,799,11,11
13,29,910,3,551,33,6,3,6,2,0,7,13,1,6,228,77,62,13,23,223,72,79,54,20,22,592,324,119,3,3
13,30,2745,9,1686,71,5,5,4,3,0,27,28,8,11,795,144,137,26,33,797,129,275,141,32,69,1910,1229,203,9,7
13,31,1515,5,1059,73,5,2,4,5,6,21,25,9,33,413,141,104,28,69,386,126,150,80,76,51,2383,1269,591,5,8
13,32,7325,22,4578,394,47,47,15,32,20,82,70,38,59,1454,903,465,158,228,1468,705,627,446,293,242,6732,3035,2074,22,24
13,33,893,3,686,87,3,1,12,1,2,12,11,3,14,188,172,62,18,44,179,138,98,66,51,33,1466,566,523,3,5
13,34,333,1,267,20,4,1,2,2,3,1,2,1,4,95,49,21,6,18,89,47,37,25,20,10,562,227,182,1,2
13,35,199,1,167,15,3,2,0,0,0,6,2,32,1,64,23,10,34,6,57,19,15,9,8,50,274,162,48,1,1
13,36,565,2,482,34,3,3,0,1,1,11,6,4,2,193,66,42,9,19,184,49,73,52,14,20,1241,660,276,2,4
13,37,217,1,184,10,0,1,0,0,0,1,3,0,2,72,22,19,1,5,73,13,18,18,8,7,458,268,98,1,2
13,38,158,1,145,9,1,2,1,0,0,3,5,1,0,60,16,17,5,4,62,13,28,10,5,5,343,210,44,1,2
13,39,443,2,372,47,4,0,3,1,1,10,4,1,5,97,89,34,5,22,102,85,57,34,28,12,831,277,345,2,3
14,01,7056,22,2228,118,24,15,29,7,13,23,9,63,51,718,435,145,160,131,720,418,259,112,117,209,2956,1292,1170,22,19
14,02,5108,16,1730,132,14,17,13,8,4,24,8,38,37,507,348,122,114,113,508,360,193,78,105,136,2323,942,949,16,14
14,03,3406,11,1733,178,15,15,7,3,13,44,8,12,57,477,417,153,63,140,480,396,212,120,149,111,1901,633,760,11,9
14,04,5720,18,2051,160,25,19,53,8,16,18,11,16,42,594,543,143,78,124,624,548,200,119,121,112,3266,1255,1432,18,17
14,05,8243,25,3217,242,35,46,50,20,21,37,15,38,96,948,781,208,138,254,976,749,351,155,244,229,4554,1731,2026,25,22
14,06,9373,29,3852,351,37,39,229,20,29,22,9,19,93,837,1420,162,118,240,874,1364,326,154,273,165,5188,1503,2970,29,25
14,07,4217,13,1874,174,25,37,40,12,6,33,10,40,58,441,568,143,87,147,447,506,232,94,129,130,2247,714,1105,13,11
14,08,6298,19,2777,359,35,19,25,15,24,34,14,14,69,663,886,228,83,228,639,876,321,159,217,150,3229,954,1680,19,16
14,09,5216,16,2546,191,30,25,38,13,32,44,9,59,53,734,619,190,156,150,736,576,309,137,145,191,3447,1298,1492,16,15
14,10,4812,15,2108,150,28,13,29,18,25,28,6,32,51,593,544,151,103,128,601,526,263,118,139,124,2725,997,1169,15,13
14,11,2520,8,938,97,8,9,14,4,5,19,10,6,24,235,269,76,39,67,228,270,107,46,54,67,1230,438,571,8,7
14,12,1428,5,684,68,6,3,7,3,11,7,4,4,10,197,180,45,23,37,197,178,76,30,39,52,844,299,395,5,4
14,13,1831,6,910,55,3,10,4,3,3,14,4,17,29,329,152,58,50,52,334,122,118,62,58,76,1136,560,342,6,5
14,14,1467,5,618,37,10,5,3,5,5,8,7,13,11,212,137,46,25,33,211,116,69,37,46,51,1010,431,396,5,5
14,15,2211,7,1153,63,9,6,18,4,14,12,8,24,22,371,224,84,52,77,409,202,140,87,63,73,1934,820,742,7,8
14,16,1908,6,611,16,1,3,3,2,2,6,3,16,10,276,69,42,37,24,264,72,72,34,19,49,860,464,255,6,5
14,17,2985,9,1600,142,22,18,6,12,23,17,13,5,36,428,396,106,43,112,435,362,170,104,114,99,1910,671,866,9,8
14,18,7442,23,3584,253,29,26,33,20,21,58,57,77,89,1029,667,350,209,264,1023,596,518,292,244,314,4254,1753,1588,23,19
14,19,1471,5,1036,99,10,13,11,13,39,8,13,11,26,276,289,64,33,91,264,223,104,44,76,97,1811,611,843,5,6
14,20,610,2,427,8,1,1,5,1,0,6,2,44,8,124,48,31,75,30,119,56,51,26,17,84,815,364,275,2,3
14,21,629,2,533,69,5,1,4,4,4,9,8,3,20,142,117,43,12,49,134,93,52,40,60,20,829,316,318,2,3
14,22,124,1,84,3,0,2,2,0,0,2,0,2,2,36,12,8,4,3,35,10,10,2,2,5,206,126,47,1,1
14,23,302,1,214,19,3,3,3,0,0,2,1,2,1,46,76,13,10,16,53,83,19,4,19,7,646,156,405,1,3
14,24,160,1,104,5,0,0,1,0,0,0,2,10,0,37,11,4,19,3,42,13,4,7,3,19,208,123,59,1,1
14,25,169,1,126,7,0,2,1,0,1,1,0,0,4,44,22,10,4,11,44,19,19,16,13,5,245,94,97,1,1
15,01,8435,26,3975,157,26,46,17,9,18,27,20,33,58,1735,586,361,135,217,1785,556,421,199,221,191,5110,2695,1698,26,23
15,02,6282,19,3083,220,35,33,32,13,30,48,22,14,56,958,702,240,117,223,937,649,381,210,202,212,3967,1538,1601,19,17
15,03,6763,21,3302,272,26,26,18,19,18,55,27,62,74,958,776,315,185,236,959,754,392,251,227,237,4222,1590,1759,21,19
15,04,2981,9,1282,91,12,6,4,9,7,21,6,22,26,402,237,121,62,87,403,221,165,84,89,99,1644,706,622,9,8
15,05,8848,27,4525,436,43,44,40,42,58,82,27,53,108,1170,1266,358,204,394,1142,1212,540,281,368,298,5328,1709,2474,27,24
15,06,12154,37,5055,363,38,63,33,30,37,56,27,78,95,1631,1078,376,229,305,1649,1026,585,351,296,361,7088,2925,2753,37,34
15,07,11932,36,5010,387,48,49,31,39,24,69,26,110,114,1492,1165,386,255,373,1473,1132,559,360,359,353,6498,2435,2808,36,31
15,08,3781,12,1819,122,21,19,11,11,7,26,9,34,39,541,403,130,99,127,533,385,199,164,132,129,2309,912,932,12,10
15,09,6222,19,3376,227,27,33,20,30,19,41,21,33,80,1118,684,244,121,244,1085,618,413,311,250,217,4613,1859,1760,19,18
15,10,4284,13,1929,72,12,21,11,20,4,10,13,22,17,565,283,88,56,84,579,235,116,548,80,96,2507,1007,801,13,12
15,11,3363,11,1758,107,11,20,9,18,7,16,6,45,28,613,343,109,114,103,621,327,158,129,90,140,2240,970,824,11,10
15,12,8794,27,4749,391,33,71,48,42,32,66,39,28,128,1349,1142,404,148,378,1323,1068,590,331,371,273,5723,2052,2455,27,23
15,13,6932,21,3444,264,39,34,24,24,16,51,20,39,90,1073,752,266,115,278,1042,730,450,268,264,208,4459,1743,1833,21,19
15,14,5007,15,2764,202,23,25,10,8,22,43,19,46,58,756,601,213,128,228,758,586,307,226,221,207,3967,1490,1713,15,15
15,15,1057,4,503,29,5,5,2,3,20,8,3,13,6,149,113,44,40,31,154,78,64,45,30,52,592,249,235,4,3
15,16,928,3,527,32,5,13,1,1,1,5,7,12,5,155,100,36,30,36,156,91,72,35,30,42,836,345,315,3,4
15,17,2396,8,1428,103,6,16,13,9,6,24,8,6,39,467,267,132,33,108,467,244,209,113,103,78,1703,697,644,8,7
15,18,1510,5,964,65,7,10,21,9,5,16,3,0,25,289,204,72,26,91,276,194,118,53,95,44,1656,640,670,5,6
15,19,1896,6,1052,71,7,35,7,8,11,8,8,9,18,351,226,74,44,62,353,167,122,77,67,51,1282,555,471,6,5
15,20,294,1,164,5,2,1,1,0,3,0,0,4,2,61,23,3,9,5,54,22,6,13,7,19,313,157,105,1,2
15,21,309,1,229,8,2,0,2,5,1,5,2,3,4,70,33,27,15,15,72,29,45,16,9,19,355,164,115,1,2
15,22,463,2,311,19,3,4,2,0,3,4,0,7,12,89,81,22,13,28,88,71,36,33,28,16,633,239,265,2,3
15,23,714,3,514,41,4,5,3,3,6,5,4,4,8,157,128,59,20,35,163,119,50,30,40,42,1017,400,422,3,4
15,24,162,1,121,1,0,0,2,0,3,4,0,0,6,48,20,8,6,14,50,21,11,14,11,6,345,151,126,1,2
16,01,8987,27,4081,270,23,52,31,75,17,46,35,19,77,1352,846,330,162,261,1327,775,495,223,276,244,5037,2124,1902,27,24
16,02,10709,33,5003,474,51,37,29,43,24,66,50,16,128,1509,1165,449,136,351,1456,1042,719,268,379,254,6150,2275,2550,33,28
16,03,6612,20,3587,384,52,39,28,58,19,55,22,15,91,861,1041,299,119,292,848,1018,436,210,292,215,4209,1296,2028,20,18
16,04,6011,18,3216,326,27,58,22,75,25,54,22,26,60,801,906,266,139,238,779,817,400,181,230,224,3880,1227,1878,18,16
16,05,8486,26,4459,484,56,42,33,96,45,72,44,20,111,1041,1378,394,130,364,1037,1306,575,237,339,251,5266,1572,2555,26,23
16,06,8681,26,4209,357,50,68,47,34,52,57,50,32,95,1104,1082,373,194,283,1065,985,568,267,299,295,5221,1751,2371,26,23
16,07,2406,8,1067,50,7,6,5,20,3,3,4,4,62,303,173,57,40,100,323,161,106,40,98,95,1330,621,461,8,7
16,08,3586,11,2029,183,25,34,21,14,19,35,18,26,41,532,504,178,120,125,519,479,264,120,129,151,2343,794,1029,11,10
16,09,3788,12,1429,101,23,10,16,12,11,18,12,10,31,379,301,101,82,98,355,297,246,67,89,117,1833,665,836,12,10
16,10,4640,14,1696,155,19,15,9,8,6,28,7,8,38,465,398,128,52,131,491,337,296,84,154,82,2280,834,1075,14,13
16,11,3563,11,1674,132,19,15,32,19,19,28,9,12,38,457,426,131,75,111,449,426,195,104,100,123,1968,665,889,11,10
16,12,5491,17,3047,215,25,34,24,20,14,42,21,66,63,848,632,259,172,212,841,596,382,226,220,263,4167,1517,1756,17,17
16,13,10628,32,5940,568,58,68,80,59,39,91,38,65,166,1401,1639,458,289,526,1368,1617,711,364,499,414,6974,2074,3425,32,28
16,14,6364,20,3504,316,35,45,39,33,17,58,24,31,95,844,864,261,197,305,825,832,439,221,291,259,4174,1369,1857,20,17
16,15,6731,21,3978,346,41,50,46,43,32,56,37,30,102,1058,1059,324,142,290,1033,1012,528,224,284,237,4611,1557,2055,21,18
16,16,5790,18,3407,287,34,49,25,42,26,60,14,25,81,901,810,312,150,278,863,742,430,229,269,235,4017,1357,1726,18,16
16,17,9502,29,4617,305,47,40,52,44,36,59,25,27,105,1396,979,376,233,303,1391,896,614,259,295,346,5860,2303,2357,29,25
16,18,4889,15,2564,213,33,27,25,11,12,57,81,14,66,688,593,363,76,192,688,557,426,143,201,150,2894,1041,1230,15,13
16,19,6398,20,3321,226,34,39,44,19,13,38,37,16,47,970,687,294,189,209,945,678,405,238,189,251,3917,1539,1579,20,17
16,20,7522,23,3808,299,40,46,18,32,16,52,25,43,110,1141,899,255,156,321,1124,871,401,192,312,246,4778,1782,2087,23,20
16,21,10356,32,5525,339,35,79,64,50,92,51,35,44,114,1774,1148,404,309,363,1783,1019,596,282,354,483,6704,2787,2565,32,28
16,22,8430,26,4715,449,60,58,51,19,26,68,34,27,132,1240,1173,386,251,379,1205,1128,582,309,399,323,5636,1895,2499,26,23
16,23,2998,9,1668,160,22,17,6,18,10,23,9,7,38,450,428,149,52,135,435,420,193,98,149,91,1906,621,939,9,8
16,24,5570,17,3309,275,26,35,43,47,15,50,20,14,81,841,768,281,205,276,823,728,414,200,305,287,3828,1232,1768,17,15
16,25,3366,11,1448,100,16,17,13,18,17,16,23,6,70,389,310,107,54,142,387,284,165,88,135,92,2066,756,895,11,10
16,26,3254,10,1584,197,26,28,7,10,12,17,8,9,57,368,503,104,58,140,362,537,156,68,139,82,2521,780,1362,10,10
16,27,2716,9,1612,104,17,17,13,16,15,31,11,15,32,425,364,146,49,123,425,347,194,122,120,100,1902,662,830,9,8
16,28,2575,8,1592,102,19,13,77,22,16,17,26,13,17,430,402,115,65,79,427,305,178,114,91,99,1813,675,751,8,7
16,29,1997,6,1161,76,8,17,12,7,9,17,6,14,23,333,244,83,46,74,344,221,116,107,79,81,1354,528,541,6,5
16,30,2935,9,1742,133,18,34,16,8,15,24,36,9,43,531,346,143,58,109,529,293,238,117,130,97,2091,869,787,9,8
16,31,2455,8,1532,142,16,19,10,14,7,28,13,7,34,444,320,146,66,111,444,284,244,107,102,105,2142,799,901,8,8
16,32,1348,5,770,50,8,12,7,10,3,9,9,2,25,229,164,60,23,67,227,142,107,62,64,46,908,348,375,5,4
16,33,2217,7,1414,121,11,10,15,31,15,33,23,11,41,371,346,148,46,86,371,346,195,98,67,72,1667,584,698,7,6
16,34,1453,5,1049,99,11,15,9,8,12,15,17,18,32,270,269,104,34,78,261,228,146,90,82,70,1867,614,843,5,6
16,35,3819,12,2122,106,34,15,22,13,14,25,14,18,43,731,348,157,73,135,731,314,276,161,130,141,3538,1533,1233,12,13
16,36,3755,12,2294,144,21,24,22,20,10,32,31,18,54,719,427,214,81,158,717,384,330,165,146,124,3269,1338,1212,12,12
16,37,1719,6,937,54,10,9,9,5,6,11,10,2,29,338,156,78,44,57,337,139,152,48,67,62,1433,667,477,6,6
16,38,1694,6,903,52,7,14,6,7,3,14,8,8,23,272,155,69,86,56,276,131,125,71,59,93,1321,567,499,6,6
16,39,1644,5,1074,58,11,9,6,16,7,15,10,5,19,342,186,84,76,56,320,170,128,94,64,101,1420,581,532,5,5
16,40,4471,14,2131,172,19,20,12,18,12,34,21,20,95,581,409,196,85,171,600,341,322,157,196,153,2658,1037,1005,14,12
16,41,557,2,327,11,4,6,3,3,0,6,4,2,9,111,47,29,16,24,106,36,51,24,31,26,547,222,215,2,2
16,42,1499,5,1015,63,7,12,9,17,3,20,12,6,26,311,184,101,39,83,300,187,143,64,83,58,1463,569,574,5,5
16,43,422,2,259,17,9,3,3,1,2,1,1,0,4,77,61,9,9,22,81,55,30,11,20,28,463,173,208,2,2
16,44,609,2,294,15,2,1,1,3,2,5,3,3,31,105,35,15,16,35,107,30,24,22,40,26,422,222,144,2,2
16,45,889,3,660,58,6,5,5,5,3,16,9,7,21,179,116,87,39,69,189,118,87,35,71,56,1081,411,449,3,4
16,46,2689,9,1856,99,17,28,72,28,11,26,22,13,36,530,401,145,107,120,528,313,250,144,103,175,3219,1283,1292,9,11
16,47,348,2,289,16,2,7,0,7,0,3,3,2,11,96,59,18,18,22,86,39,34,23,24,34,701,282,301,2,3
16,48,1572,5,1108,63,13,21,14,8,18,19,26,10,17,323,218,118,48,69,342,187,170,79,72,66,2244,875,886,5,8
16,49,875,3,669,65,4,14,7,19,9,12,4,4,31,126,180,66,33,69,123,140,90,44,75,56,1142,313,572,3,4
16,50,957,3,664,54,8,6,3,25,10,2,5,3,30,160,181,44,22,66,167,154,65,39,69,41,1132,358,542,3,4
16,51,107,1,74,5,0,1,0,0,0,0,0,0,1,24,10,7,2,3,27,12,10,3,2,7,191,98,52,1,1
16,52,290,1,244,19,4,9,1,4,2,2,0,2,7,67,61,10,14,17,72,43,19,19,17,19,629,277,235,1,2
16,53,342,2,232,14,2,1,0,0,1,3,1,1,8,92,31,27,8,13,78,29,41,19,12,16,568,270,184,2,2
16,54,627,2,424,33,7,3,3,5,1,6,2,2,17,107,84,34,11,39,107,75,43,37,42,16,1142,382,491,2,4
16,55,173,1,131,12,3,1,0,3,2,3,1,0,2,34,33,10,4,6,36,27,14,27,7,8,354,136,150,1,2
16,56,270,1,226,18,1,1,5,1,1,0,0,1,9,61,47,11,13,28,64,48,22,16,24,11,440,167,186,1,2
16,57,234,1,194,16,0,0,1,0,0,1,3,1,3,66,30,15,7,12,64,27,26,22,14,7,375,171,103,1,2
16,58,26,1,21,3,0,0,0,0,0,0,1,0,1,8,3,2,0,1,6,2,1,4,1,3,36,15,14,1,1
16,59,103,1,82,3,0,1,2,0,1,2,0,0,2,19,17,3,4,5,20,13,10,4,4,4,295,118,117,1,1
16,60,1007,4,845,75,21,9,11,5,3,11,46,1,24,208,219,102,22,72,207,222,129,58,66,51,1440,442,695,4,5
16,61,167,1,131,2,1,0,0,1,1,1,3,1,1,43,18,14,2,10,46,15,21,6,9,3,390,181,125,1,2
16,62,471,2,340,22,1,3,12,6,1,7,5,0,16,121,67,39,6,28,113,56,66,16,30,13,852,318,349,2,3
16,63,456,2,373,17,4,5,3,2,4,2,8,3,10,130,68,26,17,31,122,70,46,22,29,29,1042,409,447,2,4
17,01,8575,26,3526,184,20,12,15,17,40,38,25,27,38,1443,580,232,126,134,1460,493,393,213,131,237,4493,2601,1090,26,23
17,02,9907,30,3966,287,44,15,21,25,35,64,23,38,65,1329,858,274,170,215,1381,864,394,246,228,252,4968,2197,1764,31,28
17,03,5252,16,2343,107,8,11,25,4,50,19,8,21,29,877,353,150,119,86,904,297,284,85,80,188,2950,1621,710,16,15
17,04,7121,22,3329,190,6,11,19,8,48,54,17,18,37,1247,468,275,125,143,1277,412,406,184,123,238,4211,2418,1015,22,20
17,05,5748,18,2540,137,19,16,18,9,32,32,22,26,42,736,430,183,95,128,762,358,396,157,123,162,3058,1548,976,18,15
17,06,3314,10,1657,101,16,4,9,3,50,18,24,13,18,573,306,130,61,62,588,265,180,120,68,123,2376,1231,630,10,10
17,07,1379,5,605,19,7,4,4,1,2,5,4,9,13,196,53,53,21,39,209,47,77,32,25,34,760,408,205,5,4
17,08,1224,4,600,15,3,0,5,0,21,4,4,5,4,208,74,41,50,12,226,52,63,25,14,71,842,519,156,4,4
17,09,1217,4,587,27,2,3,4,3,8,10,4,4,9,211,80,49,25,13,228,65,73,45,17,36,778,456,145,4,4
17,10,356,2,146,2,2,1,0,0,0,4,0,2,1,46,14,16,13,5,49,15,29,11,5,14,356,173,139,2,2
18,01,7926,24,3374,159,23,29,22,22,28,51,15,19,64,1096,615,286,142,210,1103,609,395,169,184,236,4698,2091,1716,24,23
18,02,7838,24,3263,159,29,29,23,12,20,40,5,33,70,1123,597,245,150,210,1136,576,349,173,211,199,4244,1924,1525,24,21
18,03,4454,14,1908,126,19,9,14,6,7,13,7,87,37,685,346,113,169,100,670,329,196,84,90,217,2538,1184,879,14,12
18,04,6297,19,3132,148,16,26,13,15,26,28,11,69,71,1126,528,238,174,196,1096,472,423,168,181,240,4351,2042,1487,19,18
18,05,5799,18,2149,115,13,20,17,9,15,21,14,33,39,775,391,178,130,115,770,373,277,94,118,160,2926,1341,1043,18,16
18,06,6286,19,2839,144,26,19,15,19,16,31,10,54,43,1031,501,205,161,156,1013,501,344,185,156,195,3634,1656,1241,19,17
18,07,7568,23,3803,228,21,29,38,13,29,54,19,90,57,1214,746,329,224,204,1242,681,472,245,202,312,4758,2049,1742,23,21
18,08,5792,18,2980,219,31,17,23,15,14,53,12,63,59,910,644,272,160,190,906,622,384,185,175,208,3609,1393,1424,18,16
18,09,7699,24,3302,159,30,25,20,14,11,31,21,74,49,1255,487,216,266,155,1290,485,364,149,159,306,4899,2464,1554,24,22
18,10,8826,27,4196,241,41,46,26,16,19,47,27,103,76,1383,812,341,257,260,1399,791,503,235,253,341,5272,2239,1936,27,24
18,11,5571,17,2594,138,27,36,21,13,14,31,14,64,60,864,495,186,153,169,884,435,309,133,164,235,3340,1527,1131,17,15
18,12,8752,27,4022,182,46,46,24,11,14,37,23,22,79,1466,716,287,127,226,1459,677,416,297,235,206,5634,2662,1907,27,25
18,13,4619,14,1815,44,10,11,15,5,3,24,4,19,24,692,201,227,76,61,705,217,365,82,48,119,2614,1444,646,14,14
18,14,12650,38,7082,406,55,51,59,36,51,77,39,91,116,2403,1300,573,309,396,2418,1189,786,544,400,507,9490,4302,3273,38,37
18,15,7443,23,3151,81,9,26,115,4,10,25,17,39,33,1288,516,242,149,91,1304,380,427,89,88,231,4209,2370,985,23,20
18,16,6867,21,3035,126,14,26,29,13,20,18,10,36,44,1095,507,209,134,144,1100,474,393,172,140,188,4041,1967,1254,21,19
18,17,4557,14,2031,73,9,33,27,10,11,12,19,21,38,759,335,172,79,114,774,275,318,89,122,121,2818,1345,912,14,13
18,18,7462,23,3556,150,33,78,40,18,27,24,12,41,36,1363,605,257,166,163,1385,490,423,183,176,202,4916,2528,1489,23,21
18,19,3659,11,1613,49,10,13,25,6,8,15,6,8,16,649,237,129,67,54,633,190,197,51,59,121,2187,1166,599,11,10
