zz,pp,censo,n_mesas,cam_turnout,briceno,uscategui,cote,mosquera,lorduy,gordillo,juvinao,toro,bleidy,borda,pacto_list,cd,verde,liberal,salvacion,sen_pacto,sen_cd,sen_alianza,sen_ahora,sen_salvacion,sen_liberal,pres_turnout,cepeda,abelardo,m_cam,m_pres
07,61,5902,18,3103,101,19,28,20,12,8,29,15,9,52,1442,361,170,69,142,1477,326,294,180,132,149,5141,3014,1259,18,20
07,62,14978,45,5366,96,25,35,16,19,14,28,16,28,90,2849,424,247,144,199,2931,376,535,301,192,278,8202,5415,1528,45,40
07,63,2038,7,1156,33,7,12,3,4,9,9,1,12,14,541,139,52,27,46,567,129,119,58,42,61,2557,1465,687,7,9
07,64,2357,8,1060,22,3,8,4,2,4,10,4,4,11,532,101,58,33,34,563,104,87,65,32,61,2005,1281,446,8,8
07,65,1575,5,953,19,3,17,9,1,4,7,5,2,13,433,121,48,19,53,444,102,102,62,41,39,1738,953,490,5,6
07,66,3341,11,2001,54,14,22,20,9,4,20,6,13,30,843,293,148,60,93,859,258,231,118,112,99,3513,1876,1022,11,12
07,67,1159,4,547,18,3,2,5,3,2,3,5,4,8,262,52,22,18,28,259,54,47,31,21,40,996,605,246,4,4
07,68,2701,9,1490,36,11,8,6,2,6,14,5,7,26,662,164,81,28,75,701,168,144,115,65,54,3041,1774,734,9,11
07,69,203,1,128,5,1,0,1,0,0,1,4,4,5,53,10,15,8,9,53,11,18,10,6,11,197,91,71,1,1
07,70,5951,18,3562,95,21,28,21,16,17,23,11,8,62,1539,408,253,75,168,1585,350,452,233,185,131,6658,3773,1637,18,23
07,71,2315,7,969,21,2,10,4,0,2,6,4,11,15,492,91,53,32,36,515,89,106,42,32,51,1931,1188,400,7,8
07,72,756,3,573,12,2,6,1,6,2,8,4,7,7,253,64,37,25,22,276,56,55,27,21,36,1084,628,239,3,4
07,73,143,1,127,7,0,2,2,0,1,2,1,0,2,44,19,10,2,4,44,20,13,6,5,6,238,126,72,1,1
07,74,184,1,127,4,1,1,0,2,0,0,1,2,1,54,17,6,6,12,51,16,17,6,9,7,398,218,128,1,2
07,75,483,2,299,6,3,6,3,1,4,2,1,5,8,129,40,10,14,18,138,25,22,20,20,22,1183,664,333,2,4
07,76,225,1,177,5,2,1,0,0,0,0,0,1,4,91,11,10,4,13,93,9,11,13,12,8,514,293,151,1,2
07,77,751,3,576,25,6,8,3,0,2,4,2,8,6,213,77,32,20,27,222,67,54,92,25,29,1597,850,455,3,5
07,78,541,2,409,7,1,3,0,5,4,2,2,6,7,177,50,35,10,19,180,48,58,22,24,22,1112,619,296,2,4
07,79,823,3,486,16,4,3,4,3,1,4,1,4,9,214,58,28,12,24,215,54,41,25,26,29,1935,1097,555,3,7
07,80,580,2,369,19,5,3,1,1,0,4,4,2,3,161,58,34,12,17,163,53,43,16,18,18,1022,548,304,2,4
08,01,11413,35,4320,110,19,34,57,27,49,38,35,26,60,1742,590,379,127,190,1809,557,534,233,170,198,5967,3196,1655,35,31
08,02,17691,53,8639,429,89,87,98,43,47,109,36,90,164,3029,1586,778,303,536,3084,1522,1109,431,506,542,10908,4964,3789,53,47
08,03,8514,26,3820,159,20,11,22,21,25,35,9,31,64,1413,561,355,188,208,1466,560,403,191,196,264,5031,2461,1642,26,23
08,04,9079,28,4537,195,25,29,58,32,23,40,22,48,76,1566,715,335,179,242,1619,636,529,224,238,271,5708,2683,1952,28,24
08,05,11920,36,5766,310,46,35,181,35,26,66,28,47,101,1846,1179,480,193,323,1835,1126,720,356,311,325,7122,2981,2654,36,32
08,06,12433,38,5503,221,43,54,65,17,36,58,24,41,72,2012,908,440,189,268,2057,876,636,294,234,342,7398,3530,2456,38,33
08,07,7774,24,3774,177,35,48,56,22,68,48,24,26,64,1289,755,323,150,209,1290,669,423,255,213,252,4756,2075,1728,24,21
08,08,7606,23,3486,181,35,22,37,18,17,40,21,21,41,1322,603,317,117,163,1331,515,405,181,158,222,4348,2176,1356,23,20
08,09,9157,28,4552,304,25,38,56,28,16,54,25,40,102,1480,894,358,155,266,1445,836,523,246,262,256,6030,2554,2208,28,26
08,10,9637,29,5460,345,43,54,66,22,19,70,41,31,131,1833,997,481,188,384,1870,974,698,281,373,342,7608,3328,2767,29,29
08,11,11420,35,6266,355,60,53,70,27,32,98,38,38,120,2131,1164,650,218,370,2158,1116,818,394,320,406,8201,3624,2923,35,32
08,12,12728,39,6428,378,95,53,46,32,19,114,51,59,143,2183,1137,703,229,416,2224,1034,917,345,425,387,8064,3583,2747,39,34
08,13,7319,22,4199,229,33,41,46,21,15,63,20,35,113,1274,747,455,187,297,1309,749,487,294,297,323,5437,2225,2063,22,21
08,14,7198,22,3533,197,37,30,49,53,30,39,20,44,56,1195,726,278,137,191,1192,689,420,175,209,235,4732,2015,1728,22,20
08,15,7626,23,3561,198,10,35,51,25,23,37,13,48,69,1157,596,460,160,200,1183,557,457,183,193,303,4859,2240,1688,23,22
08,16,13371,41,5289,325,42,51,42,32,40,58,22,42,106,1843,1014,451,189,314,1917,923,605,252,347,297,6961,3196,2501,41,35
08,17,8211,25,3580,189,30,29,76,20,15,46,16,31,65,1195,681,257,136,184,1241,642,383,214,195,210,4801,2149,1723,25,22
08,18,4860,15,1915,90,19,17,111,6,13,11,10,7,34,560,481,112,64,122,570,487,172,101,117,118,2741,1011,1153,15,13
08,19,20699,62,8405,330,36,61,110,38,31,73,40,67,158,3428,1253,611,278,441,3493,1203,1003,379,440,462,11820,6025,3640,62,55
08,20,7775,24,3848,229,77,47,28,27,20,63,25,52,82,1149,807,335,173,287,1150,748,446,228,268,284,4784,1885,2008,24,21
08,21,5903,18,2944,258,44,31,31,24,15,54,24,29,50,811,740,306,119,177,814,702,395,179,195,182,3487,1251,1514,18,16
08,22,8993,27,4915,344,50,35,76,56,32,64,19,124,84,1608,1039,428,279,289,1566,921,551,285,293,452,6385,2751,2377,27,26
08,23,12026,37,5884,371,58,59,71,31,28,91,32,66,93,1990,1163,593,207,337,2015,1049,751,317,353,371,7337,3261,2625,37,32
08,24,4345,14,2367,199,31,27,65,20,14,38,16,38,44,656,556,189,104,161,678,526,275,150,182,179,2750,996,1199,14,12
08,25,6942,21,3319,190,38,45,19,21,7,40,10,27,70,1080,641,249,119,219,1107,599,383,259,201,233,4589,1882,1766,21,20
08,26,5787,18,3194,209,38,43,38,27,14,52,16,24,70,872,749,306,130,232,871,742,402,166,206,195,3769,1339,1613,18,16
08,27,4868,15,2218,214,25,16,23,8,17,50,9,6,39,564,600,201,70,158,568,593,263,152,169,100,2833,942,1285,15,13
08,28,3883,12,2328,249,25,17,38,13,17,45,14,18,55,582,657,208,82,178,566,645,273,141,200,138,2607,826,1237,12,11
08,29,11982,36,6929,741,71,53,59,58,50,154,54,26,203,1607,1865,672,211,581,1577,1794,920,468,580,419,8002,2370,3745,36,32
08,30,8618,26,4520,270,34,33,28,22,15,57,20,71,106,1367,865,314,257,296,1345,873,505,245,292,428,5615,2260,2254,26,23
08,31,8804,27,4951,497,49,37,25,21,13,125,46,35,111,1288,1183,518,148,372,1284,1152,715,316,393,280,5695,1931,2416,27,23
08,32,2299,7,1319,167,19,26,11,7,5,25,8,8,33,313,411,105,47,112,319,395,162,73,98,65,1482,457,675,7,7
08,33,9504,29,5399,602,64,65,54,41,36,113,49,52,117,1371,1466,558,177,393,1336,1425,749,345,411,307,7199,2356,3192,29,28
08,34,5576,17,3181,233,31,38,18,29,16,43,34,55,49,966,646,285,156,213,944,620,459,189,187,205,3746,1439,1483,17,15
08,35,14681,44,7759,842,83,70,60,52,36,152,71,62,165,2099,2025,713,271,583,2060,1923,1026,492,601,463,9090,3079,3965,44,38
08,36,4688,15,2236,116,17,25,12,7,7,27,10,13,37,758,380,221,79,120,820,390,307,103,123,123,2934,1301,1102,15,13
08,37,17906,54,7141,267,61,58,110,33,59,67,20,43,130,2716,1203,476,264,371,2765,1086,827,334,366,432,10044,4804,3393,54,48
08,38,11261,34,6301,336,44,65,59,36,23,91,37,42,143,1879,1152,486,198,430,1934,1128,764,408,426,381,7763,3118,3075,34,30
08,39,4659,14,2515,93,18,27,35,8,15,16,4,24,50,796,433,162,106,146,827,428,278,182,126,158,3184,1375,1156,14,13
08,40,8181,25,4108,215,29,50,29,18,22,49,10,16,84,1399,773,310,166,264,1451,744,434,220,243,237,5189,2225,2018,25,22
08,41,6820,21,3622,189,26,37,29,20,27,42,23,23,63,1268,645,355,125,214,1285,603,457,196,217,204,4515,1972,1595,21,19
08,42,9716,30,5699,410,124,42,192,52,40,64,39,39,111,1612,1433,467,193,412,1712,1312,631,328,369,337,6968,2708,2901,30,26
08,43,10855,33,5271,206,47,40,112,27,16,40,18,79,102,2060,882,325,212,259,2096,812,583,291,267,260,7121,3426,2289,33,29
08,44,6104,19,3061,115,24,23,36,27,21,28,7,20,48,1100,557,228,112,153,1175,529,328,150,171,147,4171,1857,1474,19,17
08,45,12079,37,5578,160,31,39,130,30,32,43,9,30,85,2130,914,359,167,263,2270,846,603,301,258,295,7856,3892,2483,37,33
08,46,3610,11,1895,141,20,26,17,14,9,17,12,10,44,505,451,157,51,152,500,455,226,116,132,107,2363,791,1079,11,10
08,47,5905,18,2657,104,19,27,49,16,7,23,9,14,52,973,465,170,83,164,1008,415,298,141,160,149,3729,1756,1311,18,16
08,48,14479,44,8682,588,90,107,48,49,36,128,51,71,234,2667,1793,780,295,686,2603,1698,1148,533,695,483,10042,3847,4030,44,38
08,49,6123,19,2626,79,11,26,51,7,6,17,13,71,31,879,461,188,149,113,901,460,278,119,105,205,3564,1627,1303,19,17
08,50,7236,22,4215,163,26,43,19,13,12,46,28,17,53,1729,594,335,130,187,1755,555,539,273,191,237,6108,3141,1801,22,23
08,51,9576,29,6016,478,62,78,49,23,53,113,76,33,120,1728,1380,590,208,423,1694,1222,819,447,434,349,8020,3022,3253,29,29
08,52,8101,25,4221,140,32,40,28,15,19,41,29,26,61,1746,538,344,112,191,1770,503,461,239,175,231,5489,3008,1462,25,22
08,53,945,3,524,19,1,0,16,3,3,2,2,14,6,210,75,46,27,21,206,58,71,29,17,33,776,424,217,3,3
08,54,5296,16,2926,89,24,18,32,24,8,29,10,20,44,1101,373,230,110,141,1123,342,291,158,124,197,4316,2369,1236,16,17
08,55,11450,35,6508,242,61,47,66,22,39,69,34,31,114,2660,924,482,162,340,2750,843,786,391,306,363,10231,5321,3029,35,37
08,56,3252,10,1909,60,10,9,15,9,9,14,7,16,33,824,242,144,74,102,810,220,251,91,85,113,3186,1740,885,10,12
08,57,8633,26,4671,142,28,35,35,25,17,37,11,33,77,1850,627,287,176,228,1901,574,500,354,222,269,7951,4170,2297,26,30
08,58,8692,27,4925,169,35,42,51,17,14,50,18,46,82,2057,711,362,193,254,2055,637,512,266,278,321,6880,3517,2056,27,26
08,59,7639,23,2979,96,12,20,35,20,20,19,19,17,52,1277,369,201,79,168,1326,306,368,177,163,137,4898,2622,1449,23,23
08,60,18052,55,11367,1213,108,123,49,64,51,253,121,48,295,2884,2818,1176,310,867,2769,2665,1657,751,908,572,13096,4167,5791,55,47
08,61,6586,20,3698,179,35,37,66,24,24,36,6,43,77,1217,733,288,162,208,1203,627,428,178,191,258,4509,1949,1642,20,18
08,62,2437,8,1375,90,11,12,14,13,7,14,8,11,16,480,261,151,44,56,471,231,196,92,82,76,1837,907,601,8,7
08,63,5658,17,3051,135,28,28,80,17,14,25,19,19,59,1093,564,211,77,174,1113,459,350,244,193,185,4312,2055,1419,17,17
08,64,11929,36,5852,194,46,35,53,14,33,50,26,36,89,2593,777,368,210,290,2610,725,588,263,253,365,10086,5477,3054,36,39
08,65,8706,27,4486,153,26,30,32,8,27,37,22,41,82,1919,596,328,155,217,1976,571,536,214,203,246,7053,3807,2031,27,27
08,66,7170,22,4216,285,35,47,30,24,24,68,26,26,107,1358,797,401,120,294,1352,755,563,240,322,204,5183,2049,1985,22,19
08,67,3827,12,2281,136,23,35,13,13,8,34,16,6,64,735,421,181,61,218,744,394,278,131,207,112,2738,1125,1044,12,11
08,68,5912,18,3421,271,15,27,18,17,19,47,18,20,99,1093,666,264,92,272,1092,591,459,222,267,187,6161,2486,2315,18,22
08,69,7565,23,5025,530,61,43,42,35,23,79,51,30,100,1338,1287,474,160,359,1306,1174,690,324,355,295,5742,1934,2490,23,20
08,70,6885,21,4459,372,51,43,40,35,25,81,32,58,111,1298,988,388,186,335,1265,866,614,275,362,300,6138,2256,2476,21,21
08,71,2476,8,1604,133,21,16,10,16,28,24,13,7,26,419,395,149,44,136,411,356,207,97,132,87,1835,631,806,8,7
08,72,3877,12,2014,70,18,27,21,5,35,14,6,11,43,832,287,146,56,115,851,253,219,114,100,121,3097,1628,934,12,12
08,73,2831,9,1928,89,7,19,18,7,6,40,9,14,47,678,303,178,67,133,667,290,257,128,128,105,3348,1482,1198,9,11
08,74,1404,5,762,25,8,6,4,5,2,12,2,2,15,351,105,54,27,43,348,86,79,48,45,36,1284,684,381,5,5
08,75,1575,5,879,54,5,12,11,3,1,5,4,6,26,298,156,46,30,86,301,138,84,50,89,50,1892,877,703,5,7
08,76,1670,5,1124,55,8,5,21,5,2,12,7,10,12,407,202,95,41,51,435,177,125,55,54,59,1688,843,555,5,6
08,77,1821,6,1269,72,13,19,10,2,5,14,5,10,52,388,223,110,46,120,396,221,157,72,102,75,2175,891,880,6,8
08,78,20660,62,9245,410,58,70,53,19,31,104,59,63,189,3922,1215,681,264,527,4084,1113,1130,471,565,477,12690,6778,3561,62,54
08,79,663,2,419,16,5,3,6,3,3,0,2,3,9,172,71,29,17,18,171,60,48,10,16,25,685,350,225,2,3
08,80,8614,26,4670,199,34,32,42,14,16,58,26,15,107,1988,636,350,136,292,2070,571,516,220,276,251,7940,4313,2238,26,30
08,81,2881,9,1682,64,17,11,17,5,7,17,10,6,26,668,218,170,61,96,691,219,201,92,93,94,2928,1510,861,9,11
08,82,10825,33,4356,161,28,35,37,14,15,40,22,40,62,1788,572,321,159,208,1815,514,481,270,194,299,7127,3856,2018,33,32
08,83,1026,4,563,38,3,2,5,2,3,10,3,9,10,203,78,41,25,23,219,77,60,40,31,41,903,412,312,4,4
08,84,1977,6,941,35,6,9,4,3,3,17,2,3,14,341,163,77,27,49,353,165,107,44,46,66,1234,602,386,6,6
08,85,842,3,382,17,1,6,4,3,3,8,2,1,3,114,65,49,17,14,111,65,51,17,18,33,468,190,182,3,3
08,86,513,2,275,35,3,2,0,1,1,5,4,0,3,91,63,25,2,13,88,48,54,19,16,12,501,177,200,2,2
08,87,4332,13,2781,246,30,23,13,13,11,50,32,13,67,749,581,289,72,207,739,538,435,166,210,180,3195,1138,1288,13,12
08,88,2137,7,1211,72,11,8,3,5,3,12,8,40,24,437,195,88,73,65,442,186,139,64,63,116,1841,863,624,7,7
08,89,623,2,366,16,4,2,3,2,2,7,1,2,6,111,70,44,10,20,123,61,43,28,22,28,473,189,173,2,2
08,90,761,3,467,38,2,0,5,2,0,9,1,1,9,165,92,27,18,36,164,78,53,44,25,28,746,330,289,3,3
08,91,1833,6,1044,53,9,6,7,4,12,10,10,6,16,362,165,102,40,52,372,164,154,63,48,73,1326,608,434,6,5
08,92,928,3,509,23,3,8,5,6,4,6,3,1,11,174,82,36,14,22,186,64,53,31,29,24,622,287,206,3,3
08,93,1879,6,1265,109,13,17,6,5,10,22,14,5,42,311,302,129,33,104,314,286,171,92,106,71,1422,441,583,6,5
08,94,2390,8,1313,81,10,6,10,3,4,13,14,17,29,499,193,126,53,70,501,201,160,81,76,86,2267,1060,699,8,9
08,95,1925,6,1027,53,5,10,11,6,9,9,6,30,25,371,195,62,60,59,361,180,95,63,49,102,1802,799,663,6,7
08,96,2020,7,1244,74,10,12,9,4,9,11,6,6,29,452,229,77,39,72,450,179,134,96,84,80,2215,990,817,7,8
08,97,1011,4,597,18,8,3,4,5,5,9,2,11,12,212,95,58,23,41,234,78,68,36,45,46,1057,535,340,4,4
08,98,902,3,591,55,2,4,7,7,1,3,8,1,20,175,145,43,18,48,176,57,70,46,47,31,709,243,297,3,3
08,99,1398,5,835,30,9,5,15,6,6,8,3,4,14,359,142,46,25,43,374,128,77,44,40,49,2087,1057,696,5,7
08,A1,566,2,352,12,4,3,9,1,3,5,1,6,6,144,57,20,13,19,156,48,42,18,23,20,839,418,261,2,3
08,A2,620,2,316,8,3,3,7,1,0,3,1,5,9,140,45,26,17,22,140,40,36,12,24,25,955,510,318,2,4
08,A3,4398,14,3176,197,23,37,29,13,17,30,20,10,91,1082,609,240,94,236,1092,544,390,192,238,190,5789,2496,2115,14,19
08,A4,2249,7,1710,116,17,25,9,11,7,23,10,18,41,521,347,150,68,124,522,290,227,122,141,94,3337,1335,1328,7,11
08,A5,930,3,667,29,7,10,6,3,4,8,4,7,14,212,109,42,23,44,208,108,88,42,48,40,1341,577,545,3,5
08,A6,1755,6,1304,121,17,9,14,7,26,17,9,10,41,296,342,117,41,101,285,308,193,109,101,74,1392,440,628,6,5
08,A7,8799,27,3527,247,34,27,21,14,18,51,28,36,64,1138,642,302,134,190,1143,534,427,293,194,252,4736,2084,1511,27,23
08,A8,1303,4,786,40,7,9,12,4,6,4,3,3,18,278,146,35,43,58,268,128,81,57,61,62,1706,786,617,4,6
08,A9,1637,5,1199,88,11,14,16,12,6,14,19,6,37,321,281,123,34,98,306,242,161,97,97,80,2263,756,1010,5,8
08,B1,4092,13,2588,186,30,26,20,12,18,37,16,31,44,736,505,252,89,160,738,455,365,216,180,188,4933,1789,2002,13,17
08,B2,1885,6,1548,123,14,15,14,8,8,24,21,8,32,456,325,160,38,142,455,329,198,135,126,73,3611,1250,1589,6,11
08,B3,425,2,351,16,0,3,0,0,1,4,2,9,6,123,53,37,16,33,116,55,42,17,30,30,763,320,317,2,3
08,B4,1496,5,1236,129,12,10,6,7,7,21,12,2,42,327,284,139,30,104,307,254,185,85,105,75,2811,849,1263,5,9
08,B5,590,2,457,27,8,6,5,3,1,8,3,5,5,148,86,50,16,32,148,85,56,31,27,27,1218,497,488,2,4
08,B6,797,3,590,49,8,7,2,4,2,8,7,1,14,185,124,56,20,39,191,110,76,40,51,31,1235,478,504,3,4
08,B7,772,3,592,50,5,5,4,4,3,10,4,5,20,184,112,57,18,53,169,116,79,39,48,43,1183,395,485,3,4
08,B8,639,2,505,48,6,3,1,3,3,4,2,2,11,145,121,33,7,41,141,122,54,40,47,21,1225,432,516,2,4
08,B9,142,1,125,3,0,0,1,0,0,0,0,0,3,51,16,7,14,6,45,13,17,6,7,15,240,115,91,1,1
08,C1,209,1,153,7,0,1,0,0,3,2,0,0,5,50,21,10,3,9,54,22,14,8,9,7,308,150,114,1,1
08,C2,360,2,270,19,0,3,2,1,4,3,1,3,9,83,56,15,18,18,86,50,33,20,24,26,630,295,235,2,2
08,C4,702,3,431,11,2,1,23,2,8,4,0,2,6,150,84,44,12,21,158,64,58,28,17,32,766,364,245,3,3
08,C5,953,3,756,30,6,6,21,6,3,4,11,5,15,266,139,57,39,47,263,116,92,50,51,53,1352,617,472,3,5
08,C6,346,2,245,11,0,2,6,2,3,0,2,2,3,88,43,14,7,14,90,29,38,16,15,6,466,205,175,2,2
08,C7,276,1,177,11,2,4,1,1,1,2,1,1,2,63,37,13,7,12,59,35,22,7,9,8,428,168,182,1,2
09,01,21770,66,9780,809,96,112,93,61,102,135,58,77,220,2526,2442,750,448,766,2529,2374,1134,548,735,722,12279,4157,5517,66,58
09,02,14708,45,7893,647,82,94,59,40,51,134,68,42,173,2263,1695,700,265,519,2267,1507,1019,591,537,473,10882,4038,4387,45,43
09,03,18182,55,11172,1562,144,114,77,90,61,312,121,60,277,2271,3407,1190,341,846,2175,3199,1624,856,936,620,12814,3405,6150,55,47
09,04,12439,38,6449,350,42,91,58,26,76,70,33,43,117,2061,1201,499,293,396,2084,1064,783,399,390,500,8816,3776,3131,38,36
09,05,6793,21,3258,154,21,43,28,7,33,28,23,10,53,1122,588,217,142,165,1157,495,418,176,149,231,4696,2164,1537,21,20
09,06,14010,42,7158,278,40,91,96,37,103,81,41,43,108,2437,1145,623,270,400,2451,1003,922,405,356,614,8971,4145,3027,42,38
09,07,10864,33,6068,472,50,47,60,26,49,84,40,40,117,1712,1333,488,244,389,1758,1223,731,470,387,511,7523,2808,3036,33,30
09,08,8671,26,4947,877,55,48,48,18,40,131,47,19,135,825,1857,468,129,443,800,1843,622,360,469,218,5461,1158,2955,26,23
09,09,7448,23,4049,470,53,59,33,18,23,96,45,123,81,773,1186,467,230,308,771,1136,594,315,322,336,4576,1224,2224,23,20
09,10,6647,20,3400,201,29,42,35,16,32,44,20,56,71,1056,703,253,174,190,1057,631,412,210,191,270,4609,1908,1783,20,19
09,11,11676,35,6397,393,73,65,62,22,59,70,39,41,115,2031,1319,448,257,401,1999,1219,772,409,386,441,8619,3500,3334,35,33
09,12,4650,14,2508,115,14,29,22,21,60,28,17,17,51,874,490,167,116,155,885,413,288,136,140,197,3065,1377,1086,14,13
09,13,7721,24,4260,265,27,52,37,19,38,60,24,33,62,1331,812,344,181,222,1313,765,509,301,222,343,5214,2187,1897,24,21
09,14,2609,8,1293,81,14,13,10,8,9,17,9,27,23,343,235,96,92,64,355,236,164,69,61,163,1594,634,593,8,7
09,15,9990,30,6420,1137,91,45,75,32,34,213,64,40,143,1308,2277,636,182,466,1286,2178,796,437,524,311,6896,1832,3308,30,26
09,16,5226,16,3116,537,47,13,24,12,18,95,32,15,81,596,1148,293,82,265,569,1078,373,221,283,156,3420,827,1801,16,14
09,17,4082,13,1840,45,12,21,22,10,7,14,5,9,26,699,268,126,86,77,666,228,268,61,69,141,2355,1214,731,13,11
09,18,14712,45,8280,404,51,71,54,31,40,118,74,64,178,2925,1289,714,283,511,2983,1128,1126,495,479,565,10141,4725,3318,45,39
09,19,6808,21,3689,184,30,43,29,15,29,38,20,27,66,1261,649,279,147,216,1276,591,432,186,205,286,4529,1992,1554,21,18
09,20,3837,12,2318,170,22,29,15,12,21,42,13,11,55,671,514,167,84,164,660,467,306,124,173,152,3090,1168,1257,12,12
09,21,8777,27,6148,846,83,76,37,35,25,144,88,37,205,1112,1806,673,196,534,1063,1602,975,469,576,390,9545,2464,4636,27,31
09,22,4533,14,3110,459,41,35,19,25,16,90,33,17,83,544,1017,340,79,251,514,964,446,244,291,154,3412,756,1725,14,12
09,23,6501,20,4432,591,47,30,20,25,27,100,73,26,100,802,1312,468,141,338,792,1187,619,395,348,271,6370,1598,3060,20,22
09,24,3659,11,2025,70,14,22,19,12,18,16,20,11,29,738,295,184,82,111,777,249,249,117,98,161,2543,1284,726,11,10
09,25,1851,6,857,26,3,7,5,4,6,4,7,5,18,393,102,63,26,30,401,82,92,48,35,52,1413,807,354,6,6
09,26,7603,23,3876,116,18,24,29,27,50,35,21,19,62,1576,528,255,133,183,1618,400,481,237,165,272,6243,3439,1666,23,25
09,27,11494,35,7448,1098,82,63,47,49,45,210,121,35,226,1364,2312,827,223,638,1340,2136,1134,523,666,402,8331,1973,4239,35,30
09,28,1122,4,656,30,3,3,0,3,12,2,4,0,15,252,100,38,20,28,252,78,69,48,23,50,1163,613,338,4,5
09,29,3160,10,1841,100,15,18,20,6,17,21,10,13,48,611,338,126,63,121,620,300,229,120,129,132,3208,1379,1149,10,12
09,30,1442,5,933,45,5,14,0,2,7,9,7,5,19,334,152,67,33,72,340,141,96,58,64,56,1719,737,642,5,6
09,31,2229,7,1282,48,9,6,12,6,20,7,25,9,24,466,193,100,57,57,469,171,156,70,55,96,1950,961,608,7,8
09,32,999,3,592,30,3,3,3,2,3,10,8,7,14,159,94,57,19,34,180,95,64,45,34,36,885,362,299,3,4
09,33,870,3,481,14,5,8,2,2,6,7,2,3,7,195,75,33,12,29,193,57,77,26,28,29,744,398,221,3,3
09,34,10920,33,7324,913,72,82,39,39,41,198,88,47,237,1507,2047,794,223,629,1460,1861,1110,550,677,410,12186,3383,5827,33,40
09,35,21182,64,16043,2665,194,131,135,112,86,457,232,100,408,2621,5398,1682,470,1218,2457,5097,2250,1343,1295,881,22564,5035,11107,64,72
09,36,2264,7,1415,66,12,13,15,3,8,17,5,10,33,516,223,91,42,98,531,181,151,89,101,93,2484,1177,805,7,9
09,37,2832,9,1373,77,13,8,21,3,11,17,9,6,33,466,240,93,40,95,465,230,162,96,85,87,1747,799,612,9,8
09,38,3826,12,2353,99,16,24,28,7,14,18,21,6,50,858,395,185,66,136,861,341,285,128,118,142,3926,1914,1264,12,14
09,39,1314,4,875,65,10,11,15,6,5,16,7,5,24,221,197,54,30,66,238,182,94,72,60,77,1438,546,592,4,5
09,40,568,2,412,22,4,5,9,3,3,8,2,2,4,120,87,32,18,25,121,78,48,31,30,26,549,222,210,2,2
09,41,1357,5,762,20,5,6,6,3,1,9,5,1,20,341,81,55,30,47,356,79,77,33,46,61,1661,928,470,5,6
09,42,1623,5,1150,141,14,13,9,15,9,40,11,11,28,202,370,122,42,89,192,324,174,87,103,69,1290,341,611,5,5
09,43,457,2,393,33,7,1,4,3,2,9,4,2,6,114,86,32,14,32,99,83,65,26,26,24,750,268,321,2,3
09,44,1264,4,1006,124,13,19,9,6,6,22,10,6,17,240,291,90,34,76,243,262,133,80,86,48,2712,772,1336,4,9
09,45,316,1,251,23,4,1,2,2,1,8,4,2,7,59,64,33,7,27,54,68,43,18,27,7,401,114,188,1,2
09,46,283,1,224,16,0,2,1,1,2,3,3,3,3,91,28,30,5,16,84,19,33,13,20,12,763,404,222,1,3
09,47,415,2,352,26,3,3,1,0,0,8,4,0,14,81,61,39,10,45,91,69,56,20,42,14,647,218,277,2,2
09,48,69,1,71,3,1,1,0,2,0,1,1,3,1,13,12,12,5,3,16,10,12,5,4,10,144,47,54,1,1
10,01,13061,40,4891,363,45,137,32,39,52,63,41,35,120,1337,1207,390,190,351,1396,1083,631,319,374,314,6489,2304,2826,40,34
10,02,19263,58,9171,378,94,149,195,50,39,133,69,35,187,2971,1797,764,324,547,2945,1599,1222,520,519,528,11943,5027,4352,58,52
10,03,12188,37,5989,806,96,47,54,41,27,140,46,44,146,1253,1792,557,200,515,1234,1678,761,444,589,296,6870,1999,3214,37,31
10,04,8939,27,4982,414,48,42,54,17,26,86,35,33,99,1523,1045,469,151,355,1489,991,643,322,374,322,6195,2383,2416,27,25
10,05,4239,13,2480,288,19,21,19,17,14,49,12,16,43,630,630,233,72,165,643,611,339,181,166,123,2971,981,1237,13,12
10,06,9157,28,5228,447,71,56,58,28,28,90,51,33,91,1438,1227,487,182,373,1439,1196,719,342,382,318,6145,2100,2594,28,24
10,07,10216,31,5575,632,92,53,38,27,62,110,43,52,145,1332,1572,506,216,455,1311,1487,719,362,495,334,6268,1960,2910,31,26
10,08,7516,23,4087,358,52,56,40,20,19,77,35,21,79,1130,958,364,121,318,1076,865,588,278,323,230,4850,1770,2017,23,20
10,09,11582,35,6113,353,52,73,70,36,37,57,44,66,128,1883,1182,457,252,423,1886,1099,736,397,402,403,7695,3077,2930,35,31
10,10,13400,41,7039,561,65,69,110,50,57,119,44,48,189,1852,1717,620,287,587,1904,1614,958,428,589,440,8393,2938,3626,41,35
10,11,16704,51,8746,506,91,129,81,38,58,103,77,113,193,2909,1629,659,343,546,2944,1496,1037,536,557,554,10994,4796,3792,51,45
10,12,17392,53,10134,815,95,92,93,74,73,211,74,78,225,2948,2148,1033,322,773,2888,1985,1459,672,789,602,11817,4350,4769,53,46
10,13,9985,30,5262,486,49,62,85,29,42,80,35,39,122,1465,1285,458,177,391,1467,1146,735,346,402,265,6261,2206,2635,30,26
10,14,10506,32,6057,481,77,91,64,42,33,95,44,63,143,1780,1346,568,199,405,1802,1264,826,358,381,339,7866,2932,3188,32,30
